viersteller;vierstellername;Anzahl BA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
8-220;Herstellung und Anpassung von Gesichtsepithesen mit Klebe- oder Brillen-Fixation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-221;Herstellung und Anpassung von Gesichtsepithesen mit Implantat-Fixation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-310;Aufwendige Gipsverbände;143;9;9;10;13;8;5;3;3;2;4;9;15;10;14;6;14;3;1;3;2;0,0629;0,0629;0,0699;0,0909;0,0559;0,035;0,021;0,021;0,014;0,028;0,0629;0,1049;0,0699;0,0979;0,042;0,0979;0,021;0,007;0,021;0,014
8-390;Lagerungsbehandlung;1867;1;0;0;2;17;12;12;17;19;44;70;108;120;179;190;307;310;209;161;89;0,0005;0,00;0,00;0,0011;0,0091;0,0064;0,0064;0,0091;0,0102;0,0236;0,0375;0,0578;0,0643;0,0959;0,1018;0,1644;0,166;0,1119;0,0862;0,0477
8-400;Extension durch Knochennagelung (Steinmann-Nagel);-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-401;Extension durch Knochendrahtung (Kirschner-Draht);-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-410;Extension an der Schädelkalotte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-411;Andere Extension der Halswirbelsäule;2;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,50;0,00;0,00;0,00;0,00;0,00;0,00
8-412;Extension der Lendenwirbelsäule;5;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,00;0,00;0,00;0,00;0,00;0,60;0,00;0,00;0,00;0,20;0,00;0,00
8-419;Andere Extension der Wirbelsäule;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-500;Tamponade einer Nasenblutung;1543;0;4;15;20;77;164;152;122;103;113;150;137;100;81;51;74;68;60;43;9;0,00;0,0026;0,0097;0,013;0,0499;0,1063;0,0985;0,0791;0,0668;0,0732;0,0972;0,0888;0,0648;0,0525;0,0331;0,048;0,0441;0,0389;0,0279;0,0058
8-501;Tamponade einer Ösophagusblutung;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,50;0,00;0,00;0,00
8-502;Tamponade einer Rektumblutung;619;0;0;0;2;14;40;56;45;37;45;54;53;66;56;55;50;33;11;2;0;0,00;0,00;0,00;0,0032;0,0226;0,0646;0,0905;0,0727;0,0598;0,0727;0,0872;0,0856;0,1066;0,0905;0,0889;0,0808;0,0533;0,0178;0,0032;0,00
8-503;Tamponade einer nichtgeburtshilflichen Uterusblutung;13;0;0;0;0;0;0;1;0;2;1;3;3;1;0;0;0;0;1;0;1;0,00;0,00;0,00;0,00;0,00;0,00;0,0769;0,00;0,1538;0,0769;0,2308;0,2308;0,0769;0,00;0,00;0,00;0,00;0,0769;0,00;0,0769
8-504;Tamponade einer vaginalen Blutung;625;0;0;0;0;4;13;35;43;50;77;89;74;53;46;40;50;32;16;2;1;0,00;0,00;0,00;0,00;0,0064;0,0208;0,056;0,0688;0,08;0,1232;0,1424;0,1184;0,0848;0,0736;0,064;0,08;0,0512;0,0256;0,0032;0,0016
8-506;Wechsel und Entfernung einer Tamponade bei Blutungen;2691;0;4;7;26;153;312;268;234;205;247;277;247;188;134;110;119;85;45;25;5;0,00;0,0015;0,0026;0,0097;0,0569;0,1159;0,0996;0,087;0,0762;0,0918;0,1029;0,0918;0,0699;0,0498;0,0409;0,0442;0,0316;0,0167;0,0093;0,0019
8-510;Manipulation am Fetus vor der Geburt;63;0;0;0;0;1;6;15;24;14;3;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0159;0,0952;0,2381;0,381;0,2222;0,0476;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-515;Partus mit Manualhilfe;551;0;0;0;0;11;57;179;208;80;16;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,02;0,1034;0,3249;0,3775;0,1452;0,029;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-516;Manuelle postpartale Korrektur einer Inversio uteri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-520;Oberflächenstrahlentherapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-521;Orthovoltstrahlentherapie;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-522;Hochvoltstrahlentherapie;1721;0;0;0;0;0;0;9;6;12;35;65;122;202;232;224;310;307;121;60;16;0,00;0,00;0,00;0,00;0,00;0,00;0,0052;0,0035;0,007;0,0203;0,0378;0,0709;0,1174;0,1348;0,1302;0,1801;0,1784;0,0703;0,0349;0,0093
8-523;Andere Hochvoltstrahlentherapie;14;0;0;0;0;0;0;0;0;0;0;1;2;3;2;2;1;2;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0714;0,1429;0,2143;0,1429;0,1429;0,0714;0,1429;0,0714;0,00;0,00
8-524;Brachytherapie mit umschlossenen Radionukliden;16;0;0;0;0;0;0;0;0;0;0;0;3;4;0;0;4;2;3;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,1875;0,25;0,00;0,00;0,25;0,125;0,1875;0,00;0,00
8-525;Sonstige Brachytherapie mit umschlossenen Radionukliden;161;0;0;0;0;0;0;0;0;0;0;1;11;14;25;28;34;40;8;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0062;0,0683;0,087;0,1553;0,1739;0,2112;0,2484;0,0497;0,00;0,00
8-526;Radioaktive Moulagen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-527;Konstruktion und Anpassung von Fixations- und Behandlungshilfen bei Strahlentherapie;1108;0;0;0;0;0;0;2;4;14;19;42;86;140;123;133;213;197;82;40;13;0,00;0,00;0,00;0,00;0,00;0,00;0,0018;0,0036;0,0126;0,0171;0,0379;0,0776;0,1264;0,111;0,12;0,1922;0,1778;0,074;0,0361;0,0117
8-528;Bestrahlungssimulation für externe Bestrahlung und Brachytherapie;476;0;0;0;0;0;0;2;1;1;10;14;40;57;49;64;86;94;37;16;5;0,00;0,00;0,00;0,00;0,00;0,00;0,0042;0,0021;0,0021;0,021;0,0294;0,084;0,1197;0,1029;0,1345;0,1807;0,1975;0,0777;0,0336;0,0105
8-529;Bestrahlungsplanung für perkutane Bestrahlung und Brachytherapie;699;0;0;0;0;0;0;3;4;2;13;17;57;76;67;75;143;140;62;32;8;0,00;0,00;0,00;0,00;0,00;0,00;0,0043;0,0057;0,0029;0,0186;0,0243;0,0815;0,1087;0,0959;0,1073;0,2046;0,2003;0,0887;0,0458;0,0114
8-52a;Protonentherapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-52b;Kohlenstoffionentherapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-52c;Andere Schwerionentherapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-52d;Intraoperative Strahlentherapie mit Röntgenstrahlung;63;0;0;0;0;0;0;0;0;0;0;1;4;7;10;15;14;10;2;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0159;0,0635;0,1111;0,1587;0,2381;0,2222;0,1587;0,0317;0,00;0,00
8-530;Therapie mit offenen Radionukliden;34;0;0;0;0;0;0;0;0;0;1;2;2;2;6;6;4;3;3;3;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0294;0,0588;0,0588;0,0588;0,1765;0,1765;0,1176;0,0882;0,0882;0,0882;0,0588
8-531;Radiojodtherapie;2128;0;0;0;1;8;22;40;58;80;116;174;225;235;258;243;242;254;127;42;3;0,00;0,00;0,00;0,0005;0,0038;0,0103;0,0188;0,0273;0,0376;0,0545;0,0818;0,1057;0,1104;0,1212;0,1142;0,1137;0,1194;0,0597;0,0197;0,0014
8-539;Andere nuklearmedizinische Therapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-541;Instillation von und lokoregionale Therapie mit zytotoxischen Materialien und Immunmodulatoren;1769;0;0;0;0;0;0;1;4;7;13;55;88;146;193;236;337;357;190;115;27;0,00;0,00;0,00;0,00;0,00;0,00;0,0006;0,0023;0,004;0,0073;0,0311;0,0497;0,0825;0,1091;0,1334;0,1905;0,2018;0,1074;0,065;0,0153
8-542;Nicht komplexe Chemotherapie;1851;0;0;0;0;2;0;12;28;17;43;58;127;171;189;256;409;333;128;67;11;0,00;0,00;0,00;0,00;0,0011;0,00;0,0065;0,0151;0,0092;0,0232;0,0313;0,0686;0,0924;0,1021;0,1383;0,221;0,1799;0,0692;0,0362;0,0059
8-543;Mittelgradig komplexe und intensive Blockchemotherapie;941;0;0;0;0;0;10;19;4;32;23;46;61;88;143;134;151;155;51;23;1;0,00;0,00;0,00;0,00;0,00;0,0106;0,0202;0,0043;0,034;0,0244;0,0489;0,0648;0,0935;0,152;0,1424;0,1605;0,1647;0,0542;0,0244;0,0011
8-544;Hochgradig komplexe und intensive Blockchemotherapie;6;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,00;0,3333;0,00;0,00;0,00;0,00;0,00;0,1667;0,00;0,00;0,00
8-546;Hypertherme Chemotherapie;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-547;Andere Immuntherapie;756;0;0;2;1;17;45;62;55;27;23;34;59;65;54;67;62;98;49;28;8;0,00;0,00;0,0026;0,0013;0,0225;0,0595;0,082;0,0728;0,0357;0,0304;0,045;0,078;0,086;0,0714;0,0886;0,082;0,1296;0,0648;0,037;0,0106
8-548;Hochaktive antiretrovirale Therapie [HAART];-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-549;Perkutane geschlossene Organperfusion mit Chemotherapeutika;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-550;Geriatrische frührehabilitative Komplexbehandlung;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,20;0,40;0,20;0,20;0,00
8-552;Neurologisch-neurochirurgische Frührehabilitation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-559;Fachübergreifende und andere Frührehabilitation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-560;Lichttherapie;2534;1396;0;0;8;34;51;33;36;27;53;82;81;95;92;102;132;151;89;58;14;0,5509;0,00;0,00;0,0032;0,0134;0,0201;0,013;0,0142;0,0107;0,0209;0,0324;0,032;0,0375;0,0363;0,0403;0,0521;0,0596;0,0351;0,0229;0,0055
8-561;Funktionsorientierte physikalische Therapie;9984;1;1;2;6;30;97;179;292;245;324;592;830;1028;1159;1077;1474;1526;740;298;83;0,0001;0,0001;0,0002;0,0006;0,003;0,0097;0,0179;0,0292;0,0245;0,0325;0,0593;0,0831;0,103;0,1161;0,1079;0,1476;0,1528;0,0741;0,0298;0,0083
8-563;Physikalisch-medizinische Komplexbehandlung;69;0;0;0;0;0;1;0;1;3;2;3;2;9;2;6;9;16;8;2;5;0,00;0,00;0,00;0,00;0,00;0,0145;0,00;0,0145;0,0435;0,029;0,0435;0,029;0,1304;0,029;0,087;0,1304;0,2319;0,1159;0,029;0,0725
8-600;Lokoregionale Hyperthermie im Rahmen einer onkologischen Therapie;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,125;0,00;0,875;0,00
8-601;Teilkörperhyperthermie im Rahmen einer onkologischen Therapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-602;Ganzkörperhyperthermie im Rahmen einer onkologischen Therapie;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-603;Interstitielle und intrakavitäre Hyperthermie im Rahmen einer onkologischen Therapie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-604;Computergestützte Planung einer Hyperthermie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-607;Hypothermiebehandlung;158;0;0;0;0;5;10;14;21;16;12;15;15;6;7;14;12;6;3;2;0;0,00;0,00;0,00;0,00;0,0316;0,0633;0,0886;0,1329;0,1013;0,0759;0,0949;0,0949;0,038;0,0443;0,0886;0,0759;0,038;0,019;0,0127;0,00
8-630;Elektrokrampftherapie [EKT];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-631;Neurostimulation;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,3333;0,6667;0,00;0,00;0,00;0,00;0,00
8-632;Repetitive transkranielle Magnetstimulation [rTMS];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-640;Externe elektrische Defibrillation (Kardioversion) des Herzrhythmus;3276;0;0;0;0;1;3;6;11;22;22;61;135;224;342;396;777;709;370;166;31;0,00;0,00;0,00;0,00;0,0003;0,0009;0,0018;0,0034;0,0067;0,0067;0,0186;0,0412;0,0684;0,1044;0,1209;0,2372;0,2164;0,1129;0,0507;0,0095
8-641;Temporäre externe elektrische Stimulation des Herzrhythmus;221;0;0;0;0;3;4;4;4;5;7;14;13;17;22;27;33;31;24;11;2;0,00;0,00;0,00;0,00;0,0136;0,0181;0,0181;0,0181;0,0226;0,0317;0,0633;0,0588;0,0769;0,0995;0,1222;0,1493;0,1403;0,1086;0,0498;0,009
8-642;Temporäre interne elektrische Stimulation des Herzrhythmus;202;0;0;0;0;0;0;0;0;1;0;3;2;3;5;19;29;41;47;30;22;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,005;0,00;0,0149;0,0099;0,0149;0,0248;0,0941;0,1436;0,203;0,2327;0,1485;0,1089
8-643;Elektrische Stimulation des Herzrhythmus, intraoperativ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-650;Elektrotherapie;2360;0;1;2;1;5;21;32;50;50;107;195;291;323;256;201;254;321;147;81;22;0,00;0,0004;0,0008;0,0004;0,0021;0,0089;0,0136;0,0212;0,0212;0,0453;0,0826;0,1233;0,1369;0,1085;0,0852;0,1076;0,136;0,0623;0,0343;0,0093
8-651;Thermotherapie mit magnetischen Nanopartikeln;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-660;Dauer der Behandlung durch Magnetresonanz-gesteuerten fokussierten Ultraschall [MRgFUS];0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-700;Offenhalten der oberen Atemwege;69;3;0;0;0;1;2;3;0;1;2;1;2;3;5;9;13;19;2;3;0;0,0435;0,00;0,00;0,00;0,0145;0,029;0,0435;0,00;0,0145;0,029;0,0145;0,029;0,0435;0,0725;0,1304;0,1884;0,2754;0,029;0,0435;0,00
8-701;Einfache endotracheale Intubation;429;12;1;2;0;1;7;12;24;15;11;10;19;19;45;60;54;55;50;25;7;0,028;0,0023;0,0047;0,00;0,0023;0,0163;0,028;0,0559;0,035;0,0256;0,0233;0,0443;0,0443;0,1049;0,1399;0,1259;0,1282;0,1166;0,0583;0,0163
8-704;Intubation mit Doppellumentubus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-706;Anlegen einer Maske zur maschinellen Beatmung;444;6;0;0;0;0;5;2;4;10;11;26;32;40;47;55;56;68;47;27;8;0,0135;0,00;0,00;0,00;0,00;0,0113;0,0045;0,009;0,0225;0,0248;0,0586;0,0721;0,0901;0,1059;0,1239;0,1261;0,1532;0,1059;0,0608;0,018
8-711;Maschinelle Beatmung und Atemunterstützung bei Neugeborenen und Säuglingen;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-712;Maschinelle Beatmung und Atemunterstützung bei Kindern und Jugendlichen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-714;Spezialverfahren zur maschinellen Beatmung bei schwerem Atemversagen;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,50;0,50;0,00;0,00;0,00;0,00
8-716;Einstellung einer häuslichen maschinellen Beatmung;193;0;0;0;0;0;0;0;0;3;2;7;13;15;29;26;42;30;18;6;2;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0155;0,0104;0,0363;0,0674;0,0777;0,1503;0,1347;0,2176;0,1554;0,0933;0,0311;0,0104
8-717;Einstellung einer nasalen oder oronasalen Überdrucktherapie bei schlafbezogenen Atemstörungen;1381;0;0;0;0;0;1;4;22;38;80;131;189;214;179;163;166;142;39;13;0;0,00;0,00;0,00;0,00;0,00;0,0007;0,0029;0,0159;0,0275;0,0579;0,0949;0,1369;0,155;0,1296;0,118;0,1202;0,1028;0,0282;0,0094;0,00
8-719;Zusatzinformationen zur maschinellen Beatmung;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-720;Sauerstoffzufuhr bei Neugeborenen;68;66;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0,9706;0,00;0,00;0,00;0,00;0,00;0,00;0,0147;0,0147;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-721;Hyperbare Oxygenation [HBO];3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,6667;0,00;0,3333;0,00;0,00
8-771;Kardiale oder kardiopulmonale Reanimation;318;23;1;1;0;0;3;2;2;4;0;9;16;13;20;37;43;49;52;36;7;0,0723;0,0031;0,0031;0,00;0,00;0,0094;0,0063;0,0063;0,0126;0,00;0,0283;0,0503;0,0409;0,0629;0,1164;0,1352;0,1541;0,1635;0,1132;0,022
8-772;Operative Reanimation;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
8-779;Andere Reanimationsmaßnahmen;31;8;0;0;0;0;1;0;0;0;0;2;1;0;5;3;3;4;2;2;0;0,2581;0,00;0,00;0,00;0,00;0,0323;0,00;0,00;0,00;0,00;0,0645;0,0323;0,00;0,1613;0,0968;0,0968;0,129;0,0645;0,0645;0,00
8-800;Transfusion von Vollblut, Erythrozytenkonzentrat und Thrombozytenkonzentrat;8713;1;2;1;4;15;29;55;90;76;103;160;268;355;563;758;1456;1812;1495;979;491;0,0001;0,0002;0,0001;0,0005;0,0017;0,0033;0,0063;0,0103;0,0087;0,0118;0,0184;0,0308;0,0407;0,0646;0,087;0,1671;0,208;0,1716;0,1124;0,0564
8-801;Austauschtransfusion;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-802;Transfusion von Leukozyten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-803;Gewinnung und Transfusion von Eigenblut;5329;0;0;0;0;3;3;9;12;18;54;142;279;470;677;768;1190;1045;497;143;19;0,00;0,00;0,00;0,00;0,0006;0,0006;0,0017;0,0023;0,0034;0,0101;0,0266;0,0524;0,0882;0,127;0,1441;0,2233;0,1961;0,0933;0,0268;0,0036
