viersteller;vierstellername;Anzahl HA;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
8-102;Fremdkörperentfernung aus der Haut ohne Inzision;1679;157;256;120;48;90;95;75;65;49;65;79;89;93;66;68;81;80;57;29;17;0,0935;0,1525;0,0715;0,0286;0,0536;0,0566;0,0447;0,0387;0,0292;0,0387;0,0471;0,053;0,0554;0,0393;0,0405;0,0482;0,0476;0,0339;0,0173;0,0101
8-110;Extrakorporale Stoßwellenlithotripsie [ESWL] von Steinen in den Harnorganen;19661;5;27;28;41;144;363;686;1031;1231;1713;2429;2663;2520;2146;1441;1463;1119;431;148;32;0,0003;0,0014;0,0014;0,0021;0,0073;0,0185;0,0349;0,0524;0,0626;0,0871;0,1235;0,1354;0,1282;0,1092;0,0733;0,0744;0,0569;0,0219;0,0075;0,0016
8-111;Extrakorporale Stoßwellenlithotripsie [ESWL] von Steinen in Gallenblase und Gallengängen;126;0;0;0;1;0;1;0;1;4;6;7;10;8;9;16;18;20;8;12;5;0,00;0,00;0,00;0,0079;0,00;0,0079;0,00;0,0079;0,0317;0,0476;0,0556;0,0794;0,0635;0,0714;0,127;0,1429;0,1587;0,0635;0,0952;0,0397
8-112;Extrakorporale Stoßwellenlithotripsie [ESWL] von Steinen in sonstigen Organen;270;0;0;0;0;7;4;11;14;6;10;47;44;47;16;19;25;11;9;0;0;0,00;0,00;0,00;0,00;0,0259;0,0148;0,0407;0,0519;0,0222;0,037;0,1741;0,163;0,1741;0,0593;0,0704;0,0926;0,0407;0,0333;0,00;0,00
8-115;Extrakorporale Stoßwellentherapie am Stütz- und Bewegungsapparat;2674;0;0;0;1;4;22;34;50;70;149;226;349;375;340;241;288;311;141;63;10;0,00;0,00;0,00;0,0004;0,0015;0,0082;0,0127;0,0187;0,0262;0,0557;0,0845;0,1305;0,1402;0,1272;0,0901;0,1077;0,1163;0,0527;0,0236;0,0037
8-119;Andere extrakorporale Stoßwellentherapie;69;0;0;0;0;0;0;2;1;2;2;5;5;17;5;7;5;10;0;8;0;0,00;0,00;0,00;0,00;0,00;0,00;0,029;0,0145;0,029;0,029;0,0725;0,0725;0,2464;0,0725;0,1014;0,0725;0,1449;0,00;0,1159;0,00
8-120;Magenspülung;4198;1684;73;13;23;75;91;77;87;72;94;156;190;170;159;172;244;330;228;188;72;0,4011;0,0174;0,0031;0,0055;0,0179;0,0217;0,0183;0,0207;0,0172;0,0224;0,0372;0,0453;0,0405;0,0379;0,041;0,0581;0,0786;0,0543;0,0448;0,0172
8-121;Darmspülung;41847;4210;2532;3233;5047;2623;509;456;483;496;667;1179;1403;1709;1974;2020;3266;3895;2899;2180;1066;0,1006;0,0605;0,0773;0,1206;0,0627;0,0122;0,0109;0,0115;0,0119;0,0159;0,0282;0,0335;0,0408;0,0472;0,0483;0,078;0,0931;0,0693;0,0521;0,0255
8-122;Desinvagination;872;237;483;64;12;1;0;0;2;3;3;2;4;1;8;5;8;10;7;12;10;0,2718;0,5539;0,0734;0,0138;0,0011;0,00;0,00;0,0023;0,0034;0,0034;0,0023;0,0046;0,0011;0,0092;0,0057;0,0092;0,0115;0,008;0,0138;0,0115
8-123;Wechsel und Entfernung eines Gastrostomiekatheters;12972;43;337;282;239;223;175;160;151;151;219;519;812;1130;1308;1351;1736;1772;1194;781;389;0,0033;0,026;0,0217;0,0184;0,0172;0,0135;0,0123;0,0116;0,0116;0,0169;0,04;0,0626;0,0871;0,1008;0,1041;0,1338;0,1366;0,092;0,0602;0,03
8-124;Wechsel und Entfernung eines Jejunostomiekatheters;1485;17;46;22;13;32;20;30;20;25;46;68;115;118;126;152;189;222;146;58;20;0,0114;0,031;0,0148;0,0088;0,0215;0,0135;0,0202;0,0135;0,0168;0,031;0,0458;0,0774;0,0795;0,0848;0,1024;0,1273;0,1495;0,0983;0,0391;0,0135
8-125;Anlegen und Wechsel einer duodenalen oder jejunalen Ernährungssonde;14889;137;111;66;67;124;153;170;202;250;358;688;1086;1306;1504;1560;2255;2334;1503;778;237;0,0092;0,0075;0,0044;0,0045;0,0083;0,0103;0,0114;0,0136;0,0168;0,024;0,0462;0,0729;0,0877;0,101;0,1048;0,1515;0,1568;0,1009;0,0523;0,0159
8-126;Transanale Irrigation;1508;49;14;20;12;11;14;24;19;17;43;56;79;111;114;127;222;236;174;118;48;0,0325;0,0093;0,0133;0,008;0,0073;0,0093;0,0159;0,0126;0,0113;0,0285;0,0371;0,0524;0,0736;0,0756;0,0842;0,1472;0,1565;0,1154;0,0782;0,0318
8-127;Endoskopisches Einlegen und Entfernung eines Magenballons;440;0;1;0;0;5;16;25;47;56;43;66;74;53;27;15;7;2;3;0;0;0,00;0,0023;0,00;0,00;0,0114;0,0364;0,0568;0,1068;0,1273;0,0977;0,15;0,1682;0,1205;0,0614;0,0341;0,0159;0,0045;0,0068;0,00;0,00
8-128;Anwendung eines Stuhldrainagesystems;6404;11;12;29;38;50;75;58;79;97;185;303;441;595;684;686;1002;1039;628;283;109;0,0017;0,0019;0,0045;0,0059;0,0078;0,0117;0,0091;0,0123;0,0151;0,0289;0,0473;0,0689;0,0929;0,1068;0,1071;0,1565;0,1622;0,0981;0,0442;0,017
8-132;Manipulationen an der Harnblase;190824;280;256;200;152;411;751;1025;1260;1586;2434;4654;7480;11178;16408;19865;33055;38049;26960;17639;7181;0,0015;0,0013;0,001;0,0008;0,0022;0,0039;0,0054;0,0066;0,0083;0,0128;0,0244;0,0392;0,0586;0,086;0,1041;0,1732;0,1994;0,1413;0,0924;0,0376
8-133;Wechsel und Entfernung eines suprapubischen Katheters;35441;129;143;103;73;107;156;225;304;335;601;1047;1677;2261;3143;3640;5726;6532;4617;3307;1315;0,0036;0,004;0,0029;0,0021;0,003;0,0044;0,0063;0,0086;0,0095;0,017;0,0295;0,0473;0,0638;0,0887;0,1027;0,1616;0,1843;0,1303;0,0933;0,0371
8-137;Einlegen, Wechsel und Entfernung einer Ureterschiene [Ureterkatheter];237039;524;614;401;397;1759;4455;7048;9013;10112;13114;19009;21728;22406;23301;20091;27508;27383;16170;9142;2864;0,0022;0,0026;0,0017;0,0017;0,0074;0,0188;0,0297;0,038;0,0427;0,0553;0,0802;0,0917;0,0945;0,0983;0,0848;0,116;0,1155;0,0682;0,0386;0,0121
8-138;Wechsel und Entfernung eines Nephrostomiekatheters;12674;53;31;15;9;37;101;152;240;248;372;562;779;940;1187;1191;1905;2174;1507;890;281;0,0042;0,0024;0,0012;0,0007;0,0029;0,008;0,012;0,0189;0,0196;0,0294;0,0443;0,0615;0,0742;0,0937;0,094;0,1503;0,1715;0,1189;0,0702;0,0222
8-139;Andere Manipulationen am Harntrakt;18357;119;362;168;88;86;204;295;277;326;520;754;1071;1264;1589;1838;2785;2901;1954;1250;506;0,0065;0,0197;0,0092;0,0048;0,0047;0,0111;0,0161;0,0151;0,0178;0,0283;0,0411;0,0583;0,0689;0,0866;0,1001;0,1517;0,158;0,1064;0,0681;0,0276
8-144;Therapeutische Drainage der Pleurahöhle;100170;1382;353;175;243;1141;1517;1646;1539;1587;2188;3795;5828;7405;9362;10003;14857;16227;11230;7010;2682;0,0138;0,0035;0,0017;0,0024;0,0114;0,0151;0,0164;0,0154;0,0158;0,0218;0,0379;0,0582;0,0739;0,0935;0,0999;0,1483;0,162;0,1121;0,07;0,0268
8-146;Therapeutische Drainage von Organen des Bauchraumes;8241;40;23;39;70;68;66;108;148;179;272;463;701;826;946;984;1160;1122;630;286;110;0,0049;0,0028;0,0047;0,0085;0,0083;0,008;0,0131;0,018;0,0217;0,033;0,0562;0,0851;0,1002;0,1148;0,1194;0,1408;0,1361;0,0764;0,0347;0,0133
8-147;Therapeutische Drainage von Harnorganen;11149;44;28;28;18;44;104;133;173;180;275;467;608;835;1038;1103;1620;1945;1294;880;332;0,0039;0,0025;0,0025;0,0016;0,0039;0,0093;0,0119;0,0155;0,0161;0,0247;0,0419;0,0545;0,0749;0,0931;0,0989;0,1453;0,1745;0,1161;0,0789;0,0298
8-148;Therapeutische Drainage von anderen Organen und Geweben;18272;154;47;24;40;101;214;302;368;482;680;1246;1712;1873;2248;2092;2551;2304;1137;575;122;0,0084;0,0026;0,0013;0,0022;0,0055;0,0117;0,0165;0,0201;0,0264;0,0372;0,0682;0,0937;0,1025;0,123;0,1145;0,1396;0,1261;0,0622;0,0315;0,0067
8-149;Andere therapeutische Katheterisierung und Kanüleneinlage;5020;350;704;199;233;222;73;88;99;123;125;252;294;312;374;317;427;425;249;118;36;0,0697;0,1402;0,0396;0,0464;0,0442;0,0145;0,0175;0,0197;0,0245;0,0249;0,0502;0,0586;0,0622;0,0745;0,0631;0,0851;0,0847;0,0496;0,0235;0,0072
8-151;Therapeutische perkutane Punktion des Zentralnervensystems und des Auges;12510;205;361;262;284;258;329;352;324;370;581;802;1004;979;750;840;1551;1743;1028;418;69;0,0164;0,0289;0,0209;0,0227;0,0206;0,0263;0,0281;0,0259;0,0296;0,0464;0,0641;0,0803;0,0783;0,06;0,0671;0,124;0,1393;0,0822;0,0334;0,0055
8-152;Therapeutische perkutane Punktion von Organen des Thorax;98832;329;115;47;75;186;248;368;418;560;1050;2283;3792;5118;7397;8796;15113;19109;15665;12174;5989;0,0033;0,0012;0,0005;0,0008;0,0019;0,0025;0,0037;0,0042;0,0057;0,0106;0,0231;0,0384;0,0518;0,0748;0,089;0,1529;0,1933;0,1585;0,1232;0,0606
8-153;Therapeutische perkutane Punktion der Bauchhöhle;50308;133;54;17;27;47;108;207;346;628;1322;2838;4825;5738;7232;6352;7584;6905;3661;1772;512;0,0026;0,0011;0,0003;0,0005;0,0009;0,0021;0,0041;0,0069;0,0125;0,0263;0,0564;0,0959;0,1141;0,1438;0,1263;0,1508;0,1373;0,0728;0,0352;0,0102
8-154;Therapeutische perkutane Punktion von Organen des Bauchraumes;4395;14;24;23;36;41;31;58;63;100;150;271;345;429;513;517;655;613;312;150;50;0,0032;0,0055;0,0052;0,0082;0,0093;0,0071;0,0132;0,0143;0,0228;0,0341;0,0617;0,0785;0,0976;0,1167;0,1176;0,149;0,1395;0,071;0,0341;0,0114
8-155;Therapeutische perkutane Punktion von Harnorganen;998;32;28;5;7;12;7;15;26;9;26;62;55;67;87;75;157;151;101;65;11;0,0321;0,0281;0,005;0,007;0,012;0,007;0,015;0,0261;0,009;0,0261;0,0621;0,0551;0,0671;0,0872;0,0752;0,1573;0,1513;0,1012;0,0651;0,011
8-156;Therapeutische perkutane Punktion von männlichen Geschlechtsorganen;705;8;1;0;3;2;8;15;11;19;20;17;43;29;69;93;169;125;43;18;12;0,0113;0,0014;0,00;0,0043;0,0028;0,0113;0,0213;0,0156;0,027;0,0284;0,0241;0,061;0,0411;0,0979;0,1319;0,2397;0,1773;0,061;0,0255;0,017
8-157;Therapeutische perkutane Punktion von weiblichen Geschlechtsorganen;201;6;1;0;3;5;6;16;12;18;14;21;13;9;13;13;17;8;13;8;5;0,0299;0,005;0,00;0,0149;0,0249;0,0299;0,0796;0,0597;0,0896;0,0697;0,1045;0,0647;0,0448;0,0647;0,0647;0,0846;0,0398;0,0647;0,0398;0,0249
8-158;Therapeutische perkutane Punktion eines Gelenkes;27972;7;551;661;968;760;436;467;501;581;940;1703;2272;2308;2295;2259;3458;3704;2324;1307;470;0,0003;0,0197;0,0236;0,0346;0,0272;0,0156;0,0167;0,0179;0,0208;0,0336;0,0609;0,0812;0,0825;0,082;0,0808;0,1236;0,1324;0,0831;0,0467;0,0168
8-159;Andere therapeutische perkutane Punktion;9769;61;57;30;51;87;95;154;181;203;277;531;751;767;999;1029;1447;1454;846;523;226;0,0062;0,0058;0,0031;0,0052;0,0089;0,0097;0,0158;0,0185;0,0208;0,0284;0,0544;0,0769;0,0785;0,1023;0,1053;0,1481;0,1488;0,0866;0,0535;0,0231
8-170;Therapeutische Spülung (Lavage) des Auges;2404;107;424;60;41;47;86;93;90;88;86;113;149;138;113;106;209;216;114;92;32;0,0445;0,1764;0,025;0,0171;0,0196;0,0358;0,0387;0,0374;0,0366;0,0358;0,047;0,062;0,0574;0,047;0,0441;0,0869;0,0899;0,0474;0,0383;0,0133
8-171;Therapeutische Spülung (Lavage) des Ohres;3545;45;575;246;70;49;64;65;59;71;76;116;146;167;193;209;349;345;300;261;139;0,0127;0,1622;0,0694;0,0197;0,0138;0,0181;0,0183;0,0166;0,02;0,0214;0,0327;0,0412;0,0471;0,0544;0,059;0,0984;0,0973;0,0846;0,0736;0,0392
8-172;Therapeutische Spülung (Lavage) der Nasennebenhöhlen;451;40;58;4;5;15;11;13;21;26;19;29;42;34;28;34;37;19;10;5;1;0,0887;0,1286;0,0089;0,0111;0,0333;0,0244;0,0288;0,0466;0,0576;0,0421;0,0643;0,0931;0,0754;0,0621;0,0754;0,082;0,0421;0,0222;0,0111;0,0022
8-173;Therapeutische Spülung (Lavage) der Lunge und der Pleurahöhle;4407;25;43;24;13;36;45;72;63;100;152;255;341;425;527;494;672;587;322;161;50;0,0057;0,0098;0,0054;0,0029;0,0082;0,0102;0,0163;0,0143;0,0227;0,0345;0,0579;0,0774;0,0964;0,1196;0,1121;0,1525;0,1332;0,0731;0,0365;0,0113
8-176;Therapeutische Spülung des Bauchraumes bei liegender Drainage und temporärem Bauchdeckenverschluss;25198;163;81;164;262;388;429;646;712;780;954;1517;1960;2071;2354;2238;3195;3426;2138;1249;471;0,0065;0,0032;0,0065;0,0104;0,0154;0,017;0,0256;0,0283;0,031;0,0379;0,0602;0,0778;0,0822;0,0934;0,0888;0,1268;0,136;0,0848;0,0496;0,0187
8-177;Therapeutische Spülung des Retroperitonealraumes bei liegender Drainage und temporärem Bauchdeckenverschluss;1302;1;0;4;10;15;19;27;39;41;45;89;76;140;124;128;183;183;117;54;7;0,0008;0,00;0,0031;0,0077;0,0115;0,0146;0,0207;0,03;0,0315;0,0346;0,0684;0,0584;0,1075;0,0952;0,0983;0,1406;0,1406;0,0899;0,0415;0,0054
8-178;Therapeutische Spülung eines Gelenkes;7073;7;27;30;79;153;194;166;184;186;311;423;550;613;669;619;876;932;596;328;130;0,001;0,0038;0,0042;0,0112;0,0216;0,0274;0,0235;0,026;0,0263;0,044;0,0598;0,0778;0,0867;0,0946;0,0875;0,1239;0,1318;0,0843;0,0464;0,0184
8-179;Andere therapeutische Spülungen;22321;203;184;197;160;380;475;627;734;721;984;1400;1672;1820;2196;2017;2787;2718;1613;1019;414;0,0091;0,0082;0,0088;0,0072;0,017;0,0213;0,0281;0,0329;0,0323;0,0441;0,0627;0,0749;0,0815;0,0984;0,0904;0,1249;0,1218;0,0723;0,0457;0,0185
8-190;Spezielle Verbandstechniken;119401;54;85;111;317;953;1414;1689;1905;2322;3411;5757;8555;9975;12342;12096;17148;18339;12090;7519;3319;0,0005;0,0007;0,0009;0,0027;0,008;0,0118;0,0141;0,016;0,0194;0,0286;0,0482;0,0716;0,0835;0,1034;0,1013;0,1436;0,1536;0,1013;0,063;0,0278
8-191;Verband bei großflächigen und schwerwiegenden Hauterkrankungen;125779;854;2796;884;842;1284;1671;1925;2014;1988;2978;4598;6273;7428;9110;9552;15649;19781;16152;12805;7195;0,0068;0,0222;0,007;0,0067;0,0102;0,0133;0,0153;0,016;0,0158;0,0237;0,0366;0,0499;0,0591;0,0724;0,0759;0,1244;0,1573;0,1284;0,1018;0,0572
8-192;Entfernung von erkranktem Gewebe an Haut und Unterhaut ohne Anästhesie (im Rahmen eines Verbandwechsels) bei Vorliegen einer Wunde;65432;70;274;79;128;299;445;520;595;738;1111;2137;3468;4453;5993;6151;9586;11609;8401;6277;3098;0,0011;0,0042;0,0012;0,002;0,0046;0,0068;0,0079;0,0091;0,0113;0,017;0,0327;0,053;0,0681;0,0916;0,094;0,1465;0,1774;0,1284;0,0959;0,0473
8-200;Geschlossene Reposition einer Fraktur ohne Osteosynthese;12306;52;1255;2416;1875;353;180;195;145;150;214;264;340;403;483;436;667;783;807;777;511;0,0042;0,102;0,1963;0,1524;0,0287;0,0146;0,0158;0,0118;0,0122;0,0174;0,0215;0,0276;0,0327;0,0392;0,0354;0,0542;0,0636;0,0656;0,0631;0,0415
8-201;Geschlossene Reposition einer Gelenkluxation ohne Osteosynthese;30226;359;108;320;437;785;987;967;813;628;770;1182;1428;1588;2006;2186;3569;4653;3679;2515;1246;0,0119;0,0036;0,0106;0,0145;0,026;0,0327;0,032;0,0269;0,0208;0,0255;0,0391;0,0472;0,0525;0,0664;0,0723;0,1181;0,1539;0,1217;0,0832;0,0412
8-202;Geschlossene Reposition einer Fraktur oder Gelenkluxation an der Wirbelsäule ohne Osteosynthese;563;1;4;7;8;8;13;11;16;6;10;21;21;19;23;33;68;95;85;89;25;0,0018;0,0071;0,0124;0,0142;0,0142;0,0231;0,0195;0,0284;0,0107;0,0178;0,0373;0,0373;0,0337;0,0409;0,0586;0,1208;0,1687;0,151;0,1581;0,0444
8-210;Brisement force;12702;73;105;324;422;276;206;265;205;281;642;1316;1736;1863;1512;1072;1213;801;286;86;18;0,0057;0,0083;0,0255;0,0332;0,0217;0,0162;0,0209;0,0161;0,0221;0,0505;0,1036;0,1367;0,1467;0,119;0,0844;0,0955;0,0631;0,0225;0,0068;0,0014
8-211;Redressierende Verfahren;3236;438;284;475;582;392;197;121;90;56;85;127;76;62;72;66;48;39;15;5;6;0,1354;0,0878;0,1468;0,1799;0,1211;0,0609;0,0374;0,0278;0,0173;0,0263;0,0392;0,0235;0,0192;0,0222;0,0204;0,0148;0,0121;0,0046;0,0015;0,0019
8-212;Quengelbehandlung;100;10;2;6;5;4;1;2;1;1;2;10;11;9;5;5;10;8;6;2;0;0,10;0,02;0,06;0,05;0,04;0,01;0,02;0,01;0,01;0,02;0,10;0,11;0,09;0,05;0,05;0,10;0,08;0,06;0,02;0,00
8-213;Osteoklasie;54;0;1;2;0;0;2;1;1;1;3;5;10;3;11;1;9;4;0;0;0;0,00;0,0185;0,037;0,00;0,00;0,037;0,0185;0,0185;0,0185;0,0556;0,0926;0,1852;0,0556;0,2037;0,0185;0,1667;0,0741;0,00;0,00;0,00
8-220;Herstellung und Anpassung von Gesichtsepithesen mit Klebe- oder Brillen-Fixation;38;2;1;1;1;0;2;4;0;1;0;1;2;6;8;4;0;1;3;1;0;0,0526;0,0263;0,0263;0,0263;0,00;0,0526;0,1053;0,00;0,0263;0,00;0,0263;0,0526;0,1579;0,2105;0,1053;0,00;0,0263;0,0789;0,0263;0,00
8-221;Herstellung und Anpassung von Gesichtsepithesen mit Implantat-Fixation;60;1;6;2;0;0;0;1;2;0;5;4;8;8;1;2;6;3;2;7;2;0,0167;0,10;0,0333;0,00;0,00;0,00;0,0167;0,0333;0,00;0,0833;0,0667;0,1333;0,1333;0,0167;0,0333;0,10;0,05;0,0333;0,1167;0,0333
8-310;Aufwendige Gipsverbände;10105;1521;872;1219;1132;603;333;247;195;222;223;426;463;459;467;405;482;384;214;170;68;0,1505;0,0863;0,1206;0,112;0,0597;0,033;0,0244;0,0193;0,022;0,0221;0,0422;0,0458;0,0454;0,0462;0,0401;0,0477;0,038;0,0212;0,0168;0,0067
8-390;Lagerungsbehandlung;213980;19160;960;1041;1318;1592;1662;1988;2067;2462;3561;6255;9221;11137;13980;14392;24142;31687;28052;24175;15128;0,0895;0,0045;0,0049;0,0062;0,0074;0,0078;0,0093;0,0097;0,0115;0,0166;0,0292;0,0431;0,052;0,0653;0,0673;0,1128;0,1481;0,1311;0,113;0,0707
8-400;Extension durch Knochennagelung (Steinmann-Nagel);303;0;0;0;1;2;8;2;2;6;8;9;19;19;19;19;27;46;41;38;37;0,00;0,00;0,00;0,0033;0,0066;0,0264;0,0066;0,0066;0,0198;0,0264;0,0297;0,0627;0,0627;0,0627;0,0627;0,0891;0,1518;0,1353;0,1254;0,1221
8-401;Extension durch Knochendrahtung (Kirschner-Draht);1803;6;1;0;5;14;13;17;13;19;21;41;57;76;87;86;171;318;306;352;200;0,0033;0,0006;0,00;0,0028;0,0078;0,0072;0,0094;0,0072;0,0105;0,0116;0,0227;0,0316;0,0422;0,0483;0,0477;0,0948;0,1764;0,1697;0,1952;0,1109
8-410;Extension an der Schädelkalotte;1784;0;5;19;24;30;34;24;44;58;62;125;177;183;197;146;208;181;152;78;37;0,00;0,0028;0,0107;0,0135;0,0168;0,0191;0,0135;0,0247;0,0325;0,0348;0,0701;0,0992;0,1026;0,1104;0,0818;0,1166;0,1015;0,0852;0,0437;0,0207
8-411;Andere Extension der Halswirbelsäule;763;0;0;4;29;44;16;16;27;26;40;100;106;86;68;39;57;64;19;15;7;0,00;0,00;0,0052;0,038;0,0577;0,021;0,021;0,0354;0,0341;0,0524;0,1311;0,1389;0,1127;0,0891;0,0511;0,0747;0,0839;0,0249;0,0197;0,0092
8-412;Extension der Lendenwirbelsäule;1311;0;3;22;25;10;19;40;50;55;78;134;173;163;157;96;122;103;41;17;3;0,00;0,0023;0,0168;0,0191;0,0076;0,0145;0,0305;0,0381;0,042;0,0595;0,1022;0,132;0,1243;0,1198;0,0732;0,0931;0,0786;0,0313;0,013;0,0023
8-419;Andere Extension der Wirbelsäule;123;0;13;36;26;4;0;2;3;1;4;2;4;5;4;5;4;6;3;0;1;0,00;0,1057;0,2927;0,2114;0,0325;0,00;0,0163;0,0244;0,0081;0,0325;0,0163;0,0325;0,0407;0,0325;0,0407;0,0325;0,0488;0,0244;0,00;0,0081
8-500;Tamponade einer Nasenblutung;23331;12;58;116;147;532;765;745;658;644;804;1082;1478;1625;1807;1780;2824;3261;2556;1728;709;0,0005;0,0025;0,005;0,0063;0,0228;0,0328;0,0319;0,0282;0,0276;0,0345;0,0464;0,0633;0,0696;0,0775;0,0763;0,121;0,1398;0,1096;0,0741;0,0304
8-501;Tamponade einer Ösophagusblutung;331;0;0;0;0;0;0;2;3;10;20;40;42;48;50;30;27;30;17;11;1;0,00;0,00;0,00;0,00;0,00;0,00;0,006;0,0091;0,0302;0,0604;0,1208;0,1269;0,145;0,1511;0,0906;0,0816;0,0906;0,0514;0,0332;0,003
8-502;Tamponade einer Rektumblutung;1723;5;6;1;2;6;30;23;36;52;67;109;134;165;179;207;267;230;123;59;22;0,0029;0,0035;0,0006;0,0012;0,0035;0,0174;0,0133;0,0209;0,0302;0,0389;0,0633;0,0778;0,0958;0,1039;0,1201;0,155;0,1335;0,0714;0,0342;0,0128
8-503;Tamponade einer nichtgeburtshilflichen Uterusblutung;243;0;0;0;0;0;12;15;21;28;23;35;20;16;16;13;14;16;9;5;0;0,00;0,00;0,00;0,00;0,00;0,0494;0,0617;0,0864;0,1152;0,0947;0,144;0,0823;0,0658;0,0658;0,0535;0,0576;0,0658;0,037;0,0206;0,00
8-504;Tamponade einer vaginalen Blutung;3777;0;1;0;4;25;88;214;270;270;302;456;411;308;275;263;296;327;160;74;33;0,00;0,0003;0,00;0,0011;0,0066;0,0233;0,0567;0,0715;0,0715;0,08;0,1207;0,1088;0,0815;0,0728;0,0696;0,0784;0,0866;0,0424;0,0196;0,0087
8-506;Wechsel und Entfernung einer Tamponade bei Blutungen;13996;7;26;38;107;551;770;811;750;723;751;1067;1197;1055;1022;907;1283;1253;903;567;208;0,0005;0,0019;0,0027;0,0076;0,0394;0,055;0,0579;0,0536;0,0517;0,0537;0,0762;0,0855;0,0754;0,073;0,0648;0,0917;0,0895;0,0645;0,0405;0,0149
8-510;Manipulation am Fetus vor der Geburt;3288;0;0;0;0;44;260;915;1263;664;136;5;1;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0134;0,0791;0,2783;0,3841;0,2019;0,0414;0,0015;0,0003;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-515;Partus mit Manualhilfe;6042;0;0;0;0;189;834;1849;2078;910;174;8;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,0313;0,138;0,306;0,3439;0,1506;0,0288;0,0013;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
8-516;Manuelle postpartale Korrektur einer Inversio uteri;17;0;0;0;0;0;0;6;7;2;0;0;0;0;1;0;0;1;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,3529;0,4118;0,1176;0,00;0,00;0,00;0,00;0,0588;0,00;0,00;0,0588;0,00;0,00;0,00
8-520;Oberflächenstrahlentherapie;307;0;0;0;0;3;0;1;0;3;5;8;14;15;15;22;47;47;46;44;37;0,00;0,00;0,00;0,00;0,0098;0,00;0,0033;0,00;0,0098;0,0163;0,0261;0,0456;0,0489;0,0489;0,0717;0,1531;0,1531;0,1498;0,1433;0,1205
8-521;Orthovoltstrahlentherapie;497;0;0;0;0;1;2;3;2;3;9;19;24;36;47;59;96;104;45;35;12;0,00;0,00;0,00;0,00;0,002;0,004;0,006;0,004;0,006;0,0181;0,0382;0,0483;0,0724;0,0946;0,1187;0,1932;0,2093;0,0905;0,0704;0,0241
8-522;Hochvoltstrahlentherapie;122477;10;223;226;163;255;304;512;752;1217;2622;6209;11782;16019;18525;16347;19984;16032;7394;3152;749;0,0001;0,0018;0,0018;0,0013;0,0021;0,0025;0,0042;0,0061;0,0099;0,0214;0,0507;0,0962;0,1308;0,1513;0,1335;0,1632;0,1309;0,0604;0,0257;0,0061
8-523;Andere Hochvoltstrahlentherapie;4932;0;9;36;28;48;60;83;101;137;201;379;574;676;614;558;627;477;223;87;14;0,00;0,0018;0,0073;0,0057;0,0097;0,0122;0,0168;0,0205;0,0278;0,0408;0,0768;0,1164;0,1371;0,1245;0,1131;0,1271;0,0967;0,0452;0,0176;0,0028
8-524;Brachytherapie mit umschlossenen Radionukliden;2031;0;0;0;0;0;10;11;35;55;90;137;206;195;265;240;287;288;145;56;11;0,00;0,00;0,00;0,00;0,00;0,0049;0,0054;0,0172;0,0271;0,0443;0,0675;0,1014;0,096;0,1305;0,1182;0,1413;0,1418;0,0714;0,0276;0,0054
8-525;Sonstige Brachytherapie mit umschlossenen Radionukliden;5522;0;14;4;6;10;9;14;36;43;117;268;386;496;725;858;1217;1046;186;70;17;0,00;0,0025;0,0007;0,0011;0,0018;0,0016;0,0025;0,0065;0,0078;0,0212;0,0485;0,0699;0,0898;0,1313;0,1554;0,2204;0,1894;0,0337;0,0127;0,0031
8-526;Radioaktive Moulagen;495;1;17;4;1;2;7;2;4;12;24;25;36;49;62;65;72;67;31;14;0;0,002;0,0343;0,0081;0,002;0,004;0,0141;0,004;0,0081;0,0242;0,0485;0,0505;0,0727;0,099;0,1253;0,1313;0,1455;0,1354;0,0626;0,0283;0,00
8-527;Konstruktion und Anpassung von Fixations- und Behandlungshilfen bei Strahlentherapie;67993;2;129;155;130;216;250;349;445;702;1396;3203;5999;7985;9545;8905;11365;9642;4936;2096;543;0,00;0,0019;0,0023;0,0019;0,0032;0,0037;0,0051;0,0065;0,0103;0,0205;0,0471;0,0882;0,1174;0,1404;0,131;0,1671;0,1418;0,0726;0,0308;0,008
