kategorie;kategoriename;Anzahl HA;VwdMw;stdVwd;unter 1 Jahr;1 bis unter 5 Jahre;5 bis unter 10 Jahre;10 bis unter 15 Jahre;15 bis unter 20 Jahre;20 bis unter 25 Jahre;25 bis unter 30 Jahre;30 bis unter 35 Jahre;35 bis unter 40 Jahre;40 bis unter 45 Jahre;45 bis unter 50 Jahre;50 bis unter 55 Jahre;55 bis unter 60 Jahre;60 bis unter 65 Jahre;65 bis unter 70 Jahre;70 bis unter 75 Jahre;75 bis unter 80 Jahre;80 bis unter 85 Jahre;85 bis unter 90 Jahre;90 Jahre und älter;Ant00J;Ant0105J;Ant0510J;Ant1015J;Ant1520J;Ant2025J;Ant2530J;Ant3035J;Ant3540J;Ant4045J;Ant4550J;Ant5055J;Ant5560J;Ant6065J;Ant6570J;Ant7075J;Ant7580J;Ant8085J;Ant8590J;Ant90ffJ
T46;Vergiftung durch primär auf das Herz-Kreislaufsystem wirkende Mittel;1428;4,8803;5,8443;10;124;9;16;38;23;17;21;31;49;76;89;71;59;51;103;137;189;194;121;0,007;0,0868;0,0063;0,0112;0,0266;0,0161;0,0119;0,0147;0,0217;0,0343;0,0532;0,0623;0,0497;0,0413;0,0357;0,0721;0,0959;0,1324;0,1359;0,0847
T47;Vergiftung durch primär auf den Magen-Darmtrakt wirkende Mittel;102;1,5392;1,5394;0;28;2;8;13;12;4;2;3;9;4;2;2;3;0;1;1;2;3;3;0,00;0,2745;0,0196;0,0784;0,1275;0,1176;0,0392;0,0196;0,0294;0,0882;0,0392;0,0196;0,0196;0,0294;0,00;0,0098;0,0098;0,0196;0,0294;0,0294
T48;Vergiftung durch primär auf die glatte Muskulatur, die Skelettmuskulatur und das Atmungssystem wirkende Mittel;236;2,1398;4,0761;17;64;7;11;43;19;5;11;9;7;10;8;1;2;2;6;4;5;2;3;0,072;0,2712;0,0297;0,0466;0,1822;0,0805;0,0212;0,0466;0,0381;0,0297;0,0424;0,0339;0,0042;0,0085;0,0085;0,0254;0,0169;0,0212;0,0085;0,0127
T49;Vergiftung durch primär auf Haut und Schleimhäute wirkende und in der Augen-, der Hals-Nasen-Ohren- und der Zahnheilkunde angewendete Mittel zur topischen Anwendung;37;1,6216;2,3375;0;16;1;2;3;1;1;0;0;1;1;2;2;2;0;1;1;1;1;1;0,00;0,4324;0,027;0,0541;0,0811;0,027;0,027;0,00;0,00;0,027;0,027;0,0541;0,0541;0,0541;0,00;0,027;0,027;0,027;0,027;0,027
T50;Vergiftung durch Diuretika und sonstige und nicht näher bezeichnete Arzneimittel, Drogen und biologisch aktive Substanzen;6318;2,1657;3,743;51;456;68;275;776;516;405;391;395;395;463;446;308;237;161;237;270;224;171;73;0,0081;0,0722;0,0108;0,0435;0,1228;0,0817;0,0641;0,0619;0,0625;0,0625;0,0733;0,0706;0,0487;0,0375;0,0255;0,0375;0,0427;0,0355;0,0271;0,0116
T51;Toxische Wirkung von Alkohol;1499;1,5177;3,6356;3;27;3;82;407;124;91;89;73;119;120;119;85;55;43;27;18;9;4;1;0,002;0,018;0,002;0,0547;0,2715;0,0827;0,0607;0,0594;0,0487;0,0794;0,0801;0,0794;0,0567;0,0367;0,0287;0,018;0,012;0,006;0,0027;0,0007
T52;Toxische Wirkung von organischen Lösungsmitteln;363;1,8788;2,8915;5;98;14;14;30;35;23;24;17;8;18;17;19;14;8;4;8;3;2;2;0,0138;0,27;0,0386;0,0386;0,0826;0,0964;0,0634;0,0661;0,0468;0,022;0,0496;0,0468;0,0523;0,0386;0,022;0,011;0,022;0,0083;0,0055;0,0055
T53;Toxische Wirkung von halogenierten aliphatischen und aromatischen Kohlenwasserstoffen;31;1,7742;2,2466;0;2;0;1;3;2;8;1;1;5;3;3;1;0;0;1;0;0;0;0;0,00;0,0645;0,00;0,0323;0,0968;0,0645;0,2581;0,0323;0,0323;0,1613;0,0968;0,0968;0,0323;0,00;0,00;0,0323;0,00;0,00;0,00;0,00
T54;Toxische Wirkung von ätzenden Substanzen;314;1,9204;2,4134;19;55;9;7;21;32;35;16;19;19;24;16;11;8;4;5;3;7;3;1;0,0605;0,1752;0,0287;0,0223;0,0669;0,1019;0,1115;0,051;0,0605;0,0605;0,0764;0,051;0,035;0,0255;0,0127;0,0159;0,0096;0,0223;0,0096;0,0032
T55;Toxische Wirkung von Seifen und Detergenzien;409;1,4988;1,2893;19;122;6;9;36;21;16;20;16;8;19;18;13;5;4;11;18;13;20;15;0,0465;0,2983;0,0147;0,022;0,088;0,0513;0,0391;0,0489;0,0391;0,0196;0,0465;0,044;0,0318;0,0122;0,0098;0,0269;0,044;0,0318;0,0489;0,0367
T56;Toxische Wirkung von Metallen;63;3,1905;4,8853;0;0;1;4;1;9;6;4;12;4;6;3;5;3;1;1;1;2;0;0;0,00;0,00;0,0159;0,0635;0,0159;0,1429;0,0952;0,0635;0,1905;0,0635;0,0952;0,0476;0,0794;0,0476;0,0159;0,0159;0,0159;0,0317;0,00;0,00
T57;Toxische Wirkung von sonstigen anorganischen Substanzen;48;1,7708;2,0653;0;7;2;1;1;2;4;8;2;2;3;6;1;4;3;1;0;0;0;1;0,00;0,1458;0,0417;0,0208;0,0208;0,0417;0,0833;0,1667;0,0417;0,0417;0,0625;0,125;0,0208;0,0833;0,0625;0,0208;0,00;0,00;0,00;0,0208
T58;Toxische Wirkung von Kohlenmonoxid;3744;1,66;2,2059;59;129;109;142;266;298;291;275;226;212;293;245;252;193;115;158;172;138;107;64;0,0158;0,0345;0,0291;0,0379;0,071;0,0796;0,0777;0,0735;0,0604;0,0566;0,0783;0,0654;0,0673;0,0515;0,0307;0,0422;0,0459;0,0369;0,0286;0,0171
T59;Toxische Wirkung sonstiger Gase, Dämpfe oder sonstigen Rauches;3579;1,5513;1,7857;49;112;95;148;244;311;278;244;222;252;303;285;208;151;102;163;132;118;103;59;0,0137;0,0313;0,0265;0,0414;0,0682;0,0869;0,0777;0,0682;0,062;0,0704;0,0847;0,0796;0,0581;0,0422;0,0285;0,0455;0,0369;0,033;0,0288;0,0165
T60;Toxische Wirkung von Schädlingsbekämpfungsmitteln [Pestiziden];110;2,8273;4,043;0;12;6;0;5;10;8;4;3;8;11;14;9;5;4;3;3;2;3;0;0,00;0,1091;0,0545;0,00;0,0455;0,0909;0,0727;0,0364;0,0273;0,0727;0,10;0,1273;0,0818;0,0455;0,0364;0,0273;0,0273;0,0182;0,0273;0,00
T61;Toxische Wirkung schädlicher Substanzen, die mit essbaren Meerestieren aufgenommen wurden;174;2,0057;1,8199;0;0;0;5;6;12;16;9;13;10;14;8;9;11;15;19;14;6;4;3;0,00;0,00;0,00;0,0287;0,0345;0,069;0,092;0,0517;0,0747;0,0575;0,0805;0,046;0,0517;0,0632;0,0862;0,1092;0,0805;0,0345;0,023;0,0172
T62;Toxische Wirkung sonstiger schädlicher Substanzen, die mit der Nahrung aufgenommen wurden;1715;1,7364;1,6705;60;283;99;65;89;106;97;68;79;78;97;113;100;69;57;82;83;46;30;14;0,035;0,165;0,0577;0,0379;0,0519;0,0618;0,0566;0,0397;0,0461;0,0455;0,0566;0,0659;0,0583;0,0402;0,0332;0,0478;0,0484;0,0268;0,0175;0,0082
T63;Toxische Wirkung durch Kontakt mit giftigen Tieren;4179;1,5047;1,2086;14;118;260;259;218;202;212;177;217;282;369;395;367;304;231;261;183;69;29;12;0,0034;0,0282;0,0622;0,062;0,0522;0,0483;0,0507;0,0424;0,0519;0,0675;0,0883;0,0945;0,0878;0,0727;0,0553;0,0625;0,0438;0,0165;0,0069;0,0029
T64;Toxische Wirkung von Aflatoxin und sonstigem Mykotoxin in kontaminierten Lebensmitteln;20;1,50;1,00;0;2;2;0;1;0;1;1;2;2;2;0;2;2;0;0;2;1;0;0;0,00;0,10;0,10;0,00;0,05;0,00;0,05;0,05;0,10;0,10;0,10;0,00;0,10;0,10;0,00;0,00;0,10;0,05;0,00;0,00
T65;Toxische Wirkung sonstiger und nicht näher bezeichneter Substanzen;1827;1,6771;3,0929;108;274;31;75;199;156;140;135;122;107;131;100;87;33;19;30;26;24;21;9;0,0591;0,15;0,017;0,0411;0,1089;0,0854;0,0766;0,0739;0,0668;0,0586;0,0717;0,0547;0,0476;0,0181;0,0104;0,0164;0,0142;0,0131;0,0115;0,0049
T66;Nicht näher bezeichnete Schäden durch Strahlung;62;7,9355;12,8623;0;0;0;0;0;0;0;1;1;1;7;4;8;8;9;10;8;5;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,0161;0,0161;0,0161;0,1129;0,0645;0,129;0,129;0,1452;0,1613;0,129;0,0806;0,00;0,00
T67;Schäden durch Hitze und Sonnenlicht;1258;2,0334;3,0945;11;65;115;206;171;133;72;59;25;45;37;31;23;39;38;41;53;44;27;23;0,0087;0,0517;0,0914;0,1638;0,1359;0,1057;0,0572;0,0469;0,0199;0,0358;0,0294;0,0246;0,0183;0,031;0,0302;0,0326;0,0421;0,035;0,0215;0,0183
T68;Hypothermie;1209;4,6733;7,1206;7;11;10;16;46;34;31;37;25;39;68;76;88;83;66;110;129;115;134;84;0,0058;0,0091;0,0083;0,0132;0,038;0,0281;0,0256;0,0306;0,0207;0,0323;0,0562;0,0629;0,0728;0,0687;0,0546;0,091;0,1067;0,0951;0,1108;0,0695
T69;Sonstige Schäden durch niedrige Temperatur;23;6,3043;4,3946;0;1;0;0;4;1;1;0;1;1;5;0;1;3;2;0;1;2;0;0;0,00;0,0435;0,00;0,00;0,1739;0,0435;0,0435;0,00;0,0435;0,0435;0,2174;0,00;0,0435;0,1304;0,087;0,00;0,0435;0,087;0,00;0,00
T70;Schäden durch Luft- und Wasserdruck;150;5,5533;11,8075;0;2;1;3;5;12;15;16;21;13;28;16;6;5;2;2;2;1;0;0;0,00;0,0133;0,0067;0,02;0,0333;0,08;0,10;0,1067;0,14;0,0867;0,1867;0,1067;0,04;0,0333;0,0133;0,0133;0,0133;0,0067;0,00;0,00
T71;Erstickung;283;5,1095;18,7416;5;15;12;13;16;14;20;19;21;18;24;23;19;12;8;13;11;11;6;3;0,0177;0,053;0,0424;0,0459;0,0565;0,0495;0,0707;0,0671;0,0742;0,0636;0,0848;0,0813;0,0671;0,0424;0,0283;0,0459;0,0389;0,0389;0,0212;0,0106
T73;Schäden durch sonstigen Mangel;66;2,2273;2,2312;2;2;1;6;6;3;3;5;1;4;6;4;4;3;5;0;3;2;4;2;0,0303;0,0303;0,0152;0,0909;0,0909;0,0455;0,0455;0,0758;0,0152;0,0606;0,0909;0,0606;0,0606;0,0455;0,0758;0,00;0,0455;0,0303;0,0606;0,0303
T74;Missbrauch von Personen;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T75;Schäden durch sonstige äußere Ursachen;10456;1,2612;1,4468;102;1725;604;408;944;1542;1328;930;697;587;516;397;267;152;72;71;56;40;13;5;0,0098;0,165;0,0578;0,039;0,0903;0,1475;0,127;0,0889;0,0667;0,0561;0,0493;0,038;0,0255;0,0145;0,0069;0,0068;0,0054;0,0038;0,0012;0,0005
T78;Unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert;31482;2,066;2,84;831;2275;1367;1303;1776;1907;1607;1443;1300;1505;2073;2077;2058;1987;1763;2134;1854;1159;703;360;0,0264;0,0723;0,0434;0,0414;0,0564;0,0606;0,051;0,0458;0,0413;0,0478;0,0658;0,066;0,0654;0,0631;0,056;0,0678;0,0589;0,0368;0,0223;0,0114
T79;Bestimmte Frühkomplikationen eines Traumas, anderenorts nicht klassifiziert;6017;10,5571;12,1349;8;151;181;144;219;252;279;223;224;289;389;403;394;367;299;528;600;484;383;200;0,0013;0,0251;0,0301;0,0239;0,0364;0,0419;0,0464;0,0371;0,0372;0,048;0,0647;0,067;0,0655;0,061;0,0497;0,0878;0,0997;0,0804;0,0637;0,0332
T80;Komplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken;1628;5,8636;6,5897;13;20;22;24;28;41;70;95;75;83;105;93;122;122;120;173;181;135;70;36;0,008;0,0123;0,0135;0,0147;0,0172;0,0252;0,043;0,0584;0,0461;0,051;0,0645;0,0571;0,0749;0,0749;0,0737;0,1063;0,1112;0,0829;0,043;0,0221
T81;Komplikationen bei Eingriffen, anderenorts nicht klassifiziert;71467;8,5148;11,0048;127;680;808;668;1984;2701;2655;2595;2558;3174;4620;5612;5702;6014;5989;8441;8616;4967;2628;928;0,0018;0,0095;0,0113;0,0093;0,0278;0,0378;0,0372;0,0363;0,0358;0,0444;0,0646;0,0785;0,0798;0,0842;0,0838;0,1181;0,1206;0,0695;0,0368;0,013
T82;Komplikationen durch Prothesen, Implantate oder Transplantate im Herzen und in den Gefäßen;56855;8,4475;12,027;65;211;184;166;206;270;443;604;741;1191;2290;3584;4695;6202;6265;9114;10019;6393;3255;957;0,0011;0,0037;0,0032;0,0029;0,0036;0,0047;0,0078;0,0106;0,013;0,0209;0,0403;0,063;0,0826;0,1091;0,1102;0,1603;0,1762;0,1124;0,0573;0,0168
T83;Komplikationen durch Prothesen, Implantate oder Transplantate im Urogenitaltrakt;12847;5,2739;5,6832;21;24;23;20;53;155;248;271;292;376;561;686;777;889;1034;1730;2090;1682;1320;595;0,0016;0,0019;0,0018;0,0016;0,0041;0,0121;0,0193;0,0211;0,0227;0,0293;0,0437;0,0534;0,0605;0,0692;0,0805;0,1347;0,1627;0,1309;0,1027;0,0463
T84;Komplikationen durch orthopädische Endoprothesen, Implantate oder Transplantate;88165;14,1316;14,5514;0;45;167;317;533;764;889;804;945;1633;3213;4880;6805;8310;9150;14786;16479;10758;5498;2189;0,00;0,0005;0,0019;0,0036;0,006;0,0087;0,0101;0,0091;0,0107;0,0185;0,0364;0,0554;0,0772;0,0943;0,1038;0,1677;0,1869;0,122;0,0624;0,0248
T85;Komplikationen durch sonstige interne Prothesen, Implantate oder Transplantate;23759;6,2569;8,1807;222;573;495;389;423;498;582;670;728;1044;1630;1972;1985;2057;2073;2576;2584;1659;1118;481;0,0093;0,0241;0,0208;0,0164;0,0178;0,021;0,0245;0,0282;0,0306;0,0439;0,0686;0,083;0,0835;0,0866;0,0873;0,1084;0,1088;0,0698;0,0471;0,0202
T86;Versagen und Abstoßung von transplantierten Organen und Geweben;15287;7,5126;14,1658;5;130;194;208;352;451;516;683;669;876;1554;1823;2177;2136;1516;1120;552;178;118;29;0,0003;0,0085;0,0127;0,0136;0,023;0,0295;0,0338;0,0447;0,0438;0,0573;0,1017;0,1193;0,1424;0,1397;0,0992;0,0733;0,0361;0,0116;0,0077;0,0019
T87;Komplikationen, die für Replantation und Amputation bezeichnend sind;5086;19,0578;19,31;0;7;8;10;34;33;40;75;90;128;223;363;472;584;589;808;706;463;299;154;0,00;0,0014;0,0016;0,002;0,0067;0,0065;0,0079;0,0147;0,0177;0,0252;0,0438;0,0714;0,0928;0,1148;0,1158;0,1589;0,1388;0,091;0,0588;0,0303
T88;Sonstige Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert;9639;3,1298;4,6757;229;206;175;201;356;425;413;435;436;514;725;760;757;730;639;868;861;473;302;134;0,0238;0,0214;0,0182;0,0209;0,0369;0,0441;0,0428;0,0451;0,0452;0,0533;0,0752;0,0788;0,0785;0,0757;0,0663;0,0901;0,0893;0,0491;0,0313;0,0139
T89;Sonstige näher bezeichnete Komplikationen eines Traumas;1103;9,8586;11,3672;2;33;34;19;36;47;53;39;44;56;82;99;66;63;71;106;84;76;56;37;0,0018;0,0299;0,0308;0,0172;0,0326;0,0426;0,0481;0,0354;0,0399;0,0508;0,0743;0,0898;0,0598;0,0571;0,0644;0,0961;0,0762;0,0689;0,0508;0,0335
T90;Folgen von Verletzungen des Kopfes;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
T91;Folgen von Verletzungen des Halses und des Rumpfes;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T92;Folgen von Verletzungen der oberen Extremität;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T93;Folgen von Verletzungen der unteren Extremität;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T94;Folgen von Verletzungen mehrerer oder nicht näher bezeichneter Körperregionen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T95;Folgen von Verbrennungen, Verätzungen oder Erfrierungen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T96;Folgen einer Vergiftung durch Arzneimittel, Drogen und biologisch aktive Substanzen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T97;Folgen toxischer Wirkungen von vorwiegend nicht medizinisch verwendeten Substanzen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
T98;Folgen sonstiger und nicht näher bezeichneter Wirkungen äußerer Ursachen;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
U04;Schweres akutes respiratorisches Syndrom [SARS];-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
U06;Nicht belegte Schlüsselnummer U06;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U07;Nicht belegte Schlüsselnummer U07;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U50;Motorische Funktionseinschränkung;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U51;Kognitive Funktionseinschränkung;-999;-999,00;-999,00;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-999;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99;-9,99
U52;Frührehabilitations-Barthel-Index [FRB];5;20,40;19,2951;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,40;0,20;0,20;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U55;Erfolgte Registrierung zur Organtransplantation;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U60;Klinische Kategorien der HIV-Krankheit;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U61;Anzahl der T-Helferzellen bei HIV-Krankheit;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U69;Sonstige sekundäre Schlüsselnummern für besondere Zwecke;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U80;Erreger mit bestimmten Antibiotikaresistenzen, die besondere therapeutische oder hygienische Maßnahmen erfordern;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U81;Bakterien mit Multiresistenz gegen Antibiotika;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U82;Mykobakterien mit Resistenz gegen Antituberkulotika (Erstrangmedikamente);0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U83;Candida mit Resistenz gegen Fluconazol oder Voriconazol;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U84;Herpesviren mit Resistenz gegen Virustatika;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U85;Humanes Immundefizienz-Virus mit Resistenz gegen Virustatika oder Proteinaseinhibitoren;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
U99;Nicht belegte Schlüsselnummer U99;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
V99;Transportmittelunfall;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W49;Exposition gegenüber mechanischen Kräften unbelebter Objekte;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W64;Exposition gegenüber mechanischen Kräften belebter Objekte;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W87;Exposition gegenüber elektrischem Strom;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W91;Exposition gegenüber Strahlung;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W92;Exposition gegenüber übermäßiger, künstlich erzeugter Hitze;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W93;Exposition gegenüber übermäßiger, künstlich erzeugter Kälte;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
W94;Exposition gegenüber hohem oder niedrigem Luftdruck oder Luftdruckwechsel;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
X19;Verbrennung oder Verbrühung durch Hitze oder heiße Substanzen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
X29;Kontakt mit giftigen Tieren und Pflanzen;0;0,00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
