drg;name;AnzahlHA;mwVwd;vwdStd;AnzKLHA;AntKLHA;AnzLLHA;AntLLHA
Q61E;Erkrankungen der Erythrozyten ohne komplexe Diagnose, ohne aplastische Anämie, ohne äußerst schwere CC;67229;5,4068;4,1159;10624;0,158;2871;0,0427
R01A;Lymphom und Leukämie mit großen OR-Prozeduren, mit äußerst schweren CC, mit komplexer OR-Prozedur;1073;29,795;20,9271;61;0,0568;201;0,1873
R01B;Lymphom und Leukämie mit großen OR-Prozeduren, mit äußerst schweren CC, ohne komplexe OR-Prozedur;593;24,7454;18,2014;64;0,1079;83;0,14
R01C;Lymphom und Leukämie mit großen OR-Prozeduren, ohne äußerst schwere CC, mit komplexer OR-Prozedur;1016;13,1417;8,2025;58;0,0571;73;0,0719
R01D;Lymphom und Leukämie mit großen OR-Prozeduren, ohne äußerst schwere CC, ohne komplexe OR-Prozedur;767;7,3286;5,4295;90;0,1173;44;0,0574
R02Z;Große OR-Prozeduren mit äußerst schweren CC, mit komplexer OR-Prozedur bei hämatologischen und soliden Neubildungen;833;23,1501;17,9582;51;0,0612;115;0,1381
R03Z;Lymphom und Leukämie mit bestimmter OR-Prozedur, mit äußerst schweren CC, oder mit bestimmter OR-Prozedur mit schweren CC oder mit anderen OR-Prozeduren mit äußerst schweren CC, Alter < 16 Jahre;998;21,9188;15,1244;99;0,0992;124;0,1242
R04A;Andere hämatologische und solide Neubildungen mit bestimmter OR-Prozedur, mit äußerst schweren oder schweren CC;1680;13,8327;11,4184;185;0,1101;201;0,1196
R04B;Andere hämatologische und solide Neubildungen mit anderer OR-Prozedur, mit äußerst schweren oder schweren CC;696;11,0431;8,9035;134;0,1925;35;0,0503
R05Z;Strahlentherapie bei hämatologischen und soliden Neubildungen, mehr als 9 Bestrahlungen oder bei akuter myeloischer Leukämie, Alter < 19 Jahre oder mit äußerst schweren CC;823;38,0778;19,772;12;0,0146;186;0,226
R06Z;Strahlentherapie bei hämatologischen und soliden Neubildungen, mehr als 9 Bestrahlungen oder bei akuter myeloischer Leukämie, Alter > 18 Jahre, ohne äußerst schwere CC;1367;22,8376;12,9123;94;0,0688;163;0,1192
R07A;Strahlentherapie bei hämatologischen und soliden Neubildungen, weniger als 10 Bestrahlungen, außer bei akuter myeloischer Leukämie, Alter < 19 Jahre oder mit äußerst schweren CC;452;16,2743;12,28;72;0,1593;51;0,1128
R07B;Strahlentherapie bei hämatologischen und soliden Neubildungen, weniger als 10 Bestrahlungen, außer bei akuter myeloischer Leukämie, Alter > 18 Jahre, ohne äußerst schwere CC;1948;7,73;6,4883;0;0,00;202;0,1037
R11A;Lymphom und Leukämie mit bestimmter OR-Prozedur, mit schweren CC oder mit anderen OR-Prozeduren, mit äußerst schweren CC, Alter > 15 Jahre;1787;16,122;11,1049;207;0,1158;166;0,0929
R11B;Lymphom und Leukämie mit bestimmter OR-Prozedur, ohne äußerst schwere oder schwere CC oder mit anderen OR-Prozeduren, mit schweren CC;3550;6,8087;5,6318;0;0,00;333;0,0938
R11C;Lymphom und Leukämie mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC;3327;6,2888;5,0316;0;0,00;362;0,1088
R12A;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren, mit äußerst schweren CC oder bestimmtem kardiothorakalen Eingriff, ohne komplexe OR-Prozedur;716;18,6439;13,1786;35;0,0489;93;0,1299
R12B;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren ohne äußerst schwere CC, ohne bestimmten kardiothorakalen Eingriff, mit komplexer OR-Prozedur;3404;9,4971;6,168;58;0,017;239;0,0702
R12C;Andere hämatologische und solide Neubildungen mit großen OR-Prozeduren ohne äußerst schwere CC, ohne bestimmten kardiothorakalen Eingriff, ohne komplexe OR-Prozedur;1966;7,5107;5,0187;166;0,0844;113;0,0575
R13Z;Andere hämatologische und solide Neubildungen mit bestimmter OR-Prozedur, ohne äußerst schwere oder schwere CC;5222;5,6371;4,3361;0;0,00;342;0,0655
R14Z;Andere hämatologische und solide Neubildungen mit anderen OR-Prozeduren ohne äußerst schwere oder schwere CC oder Therapie mit offenen Nukliden bei hämatologischen und soliden Neubildungen, mehr als ein Belegungstag;2406;4,7398;3,765;0;0,00;202;0,084
R16Z;Hochkomplexe Chemotherapie mit operativem Eingriff bei hämatologischen und soliden Neubildungen;349;36,7994;19,9129;6;0,0172;82;0,235
R36Z;Intensivmedizinische Komplexbehandlung > 784 / 828 Aufwandspunkte bei hämatologischen und soliden Neubildungen;411;44,1387;26,2134;2;0,0049;104;0,253
R60A;Akute myeloische Leukämie mit hochkomplexer Chemotherapie;666;56,0856;16,6398;2;0,003;88;0,1321
R60B;Akute myeloische Leukämie mit intensiver Chemotherapie mit komplizierender Diagnose oder Dialyse oder Portimplantation;2581;31,7571;10,9008;26;0,0101;247;0,0957
R60C;Akute myeloische Leukämie mit intensiver Chemoth., mit äuß. schw. CC oder kompl. Diagnostik bei Leukämie oder mit mäßig kompl. Chemoth. mit komplizierender Diagnose oder Dialyse oder Portimplant. oder mit äuß. schw. CC mit kompl. Diagnostik bei Leukämie;1930;25,4508;12,1779;117;0,0606;180;0,0933
R60D;Akute myeloische Leukämie mit intensiver Chemoth. ohne komplizierende Diagnose, Dialyse, Portimpl., äuß. schw. CC oder mit mäßig kompl. Chemoth. mit äuß. schw. CC oder mit Dialyse oder äuß. schw. CC, Alter < 16 Jahre ohne kompl. Diagnostik bei Leukämie;121;7,5785;10,2662;0;0,00;11;0,0909
R60E;Akute myeloische Leukämie mit intensiver Chemoth. ohne komplizierende Diagnose, Dialyse, Portimpl., äuß. schw. CC oder mit mäßig kompl. Chemoth. mit äuß. schw. CC oder mit Dialyse oder äuß. schw. CC, Alter > 15 Jahre ohne kompl. Diagnostik bei Leukämie;3895;14,4822;10,8329;520;0,1335;406;0,1042
R60F;Akute myeloische Leukämie mit mäßig komplexer Chemotherapie, ohne komplizierende Diagnose, ohne Dialyse, ohne Portimplantation, ohne äußerst schwere CC oder mit lokaler Chemotherapie;709;8,8025;6,4954;23;0,0324;111;0,1566
R60G;Akute myeloische Leukämie ohne Chemotherapie, ohne Dialyse, ohne äußerst schwere CC;4836;6,9667;5,1965;0;0,00;397;0,0821
R61A;Lymphom und nicht akute Leukämie, mit Sepsis oder komplizierender Konstellation oder mit Agranulozytose, intrakranieller Metastase oder Portimplantation, mit äuß. schw. CC, Alter > 15 Jahre, mit hochkompl. Chemotherapie;3837;25,4522;17,3784;375;0,0977;592;0,1543
R61B;Lymphom und nicht akute Leukämie mit Agranulozytose, intrakranieller Metastase oder Portimplantation, mit äußerst schweren CC, Alter > 15 Jahre, oder mit äußerst schweren CC od. Tumorlyse-Syndrom od. Blastenkrise, mit komplexer Diagnostik bei Leukämie;1614;20,8191;13,5126;139;0,0861;146;0,0905
R61C;Lymphom und nicht akute Leukämie, ohne Sepsis, ohne komplizierende Konstellation, mit Agranulozytose oder Portimplantation, Alter < 16 Jahre;116;9,5948;7,199;14;0,1207;9;0,0776
R61D;Lymphom und nicht akute Leukämie, ohne Sepsis, ohne komplizierende Konstellation, ohne Agranulozytose, ohne Portimplantation, mit äußerst schweren CC od. Tumorlyse-Syndrom od. Blastenkrise, ohne komplexe Diagnostik bei Leukämie;8649;13,8014;9,8222;1204;0,1392;754;0,0872
R61E;Lymphom und nicht akute Leukämie, ohne Sepsis, ohne komplizierende Konstellation, mit Agranulozytose oder Portimplantation, ohne äußerst schwere CC, Alter > 15 Jahre;3849;10,5853;7,9064;712;0,185;249;0,0647
R61F;Lymphom und nicht akute Leukämie, ohne Sepsis, ohne komplizierende Konstellation, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC, mit komplexer Diagnose oder Knochenaffektionen, Alter < 16 Jahre;556;4,955;2,7026;0;0,00;15;0,027
R61G;Lymphom und nicht akute Leukämie mit komplexer Diagnose oder Knochenaffektionen, Alter > 15 Jahre oder ohne komplexe Diagnose, ohne Knochenaffektionen, mit komplexer Diagnostik bei Leukämie;25838;5,9511;5,0573;0;0,00;2455;0,095
R61H;Lymphom und nicht akute Leukämie, ohne Sepsis, ohne komplizierende Konstellation, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC, ohne komplexe Diagnose, ohne Knochenaffektionen, ohne komplexe Diagnostik bei Leukämie;36234;5,9293;5,0118;0;0,00;3437;0,0949
R62A;Andere hämatologische und solide Neubildungen mit komplizierender Diagnose oder Dialyse oder Portimplantation oder mit Knochenaffektionen oder bestimmten Metastasen oder äußerst schweren CC oder Alter < 1 Jahr, mit komplexer Diagnose;1832;12,7615;10,951;478;0,2609;175;0,0955
R62B;Andere hämatologische und solide Neubildungen ohne komplizierende Diagnose, ohne Dialyse, ohne Portimplantation, mit Knochenaffektionen oder bestimmten Metastasen oder äußerst schweren CC oder Alter < 1 Jahr, ohne komplexe Diagnose;5106;9,5907;7,9562;730;0,143;463;0,0907
R62C;Andere hämatologische und solide Neubildungen ohne komplizierende Diagnose, ohne Dialyse, ohne Portimplantation, ohne Knochenaffektionen, ohne bestimmte Metastasen, ohne äußerst schwere CC, Alter > 0 Jahre;12272;6,1467;5,2007;0;0,00;1038;0,0846
R63A;Andere akute Leukämie mit hochkomplexer Chemotherapie;404;58,7277;22,2104;15;0,0371;96;0,2376
R63B;Andere akute Leukämie mit intensiver Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation, Alter < 16 Jahre;254;26,5354;15,5428;5;0,0197;43;0,1693
R63C;Andere akute Leukämie mit intensiver Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation, Alter > 15 Jahre, mit äußerst schweren CC;366;32,4754;13,7796;6;0,0164;40;0,1093
R63D;Andere akute Leukämie mit mäßig komplexer Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation oder mit lokaler Chemotherapie, mit Dialyse od. Sepsis od. mit Agranulozytose od. Portimplantation oder mit äußerst schw. CC;961;19,2789;12,3421;68;0,0708;97;0,1009
R63E;Andere akute Leukämie mit intensiver oder mäßig komplexer Chemotherapie, ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, mit äußerst schweren CC;270;18,2852;12,2075;34;0,1259;22;0,0815
R63F;Andere akute Leukämie ohne Chemotherapie, mit Dialyse oder Sepsis oder mit Agranulozytose oder Portimplantation oder mit äußerst schweren CC;520;11,3692;9,1533;94;0,1808;42;0,0808
R63G;Andere akute Leukämie mit intensiver Chemotherapie, ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC;899;8,7008;5,9082;0;0,00;134;0,1491
R63H;Andere akute Leukämie mit mäßig komplexer Chemotherapie, ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC;2791;5,225;4,5836;0;0,00;310;0,1111
R63I;Andere akute Leukämie mit lokaler Chemotherapie oder ohne Chemotherapie, ohne Dialyse, ohne Sepsis, ohne Agranulozytose, ohne Portimplantation, ohne äußerst schwere CC;1682;5,0583;4,0307;0;0,00;176;0,1046
R65A;Hämatologische und solide Neubildungen, ein Belegungstag, Alter < 16 Jahre;4080;1,00;0,00;0;0,00;0;0,00
R65B;Hämatologische und solide Neubildungen, ein Belegungstag, Alter > 15 Jahre;30886;1,00;0,00;0;0,00;0;0,00
S01Z;HIV-Krankheit mit OR-Prozedur;342;16,1696;21,7213;104;0,3041;42;0,1228
S60Z;HIV-Krankheit, ein Belegungstag;354;1,00;0,00;0;0,00;0;0,00
S62Z;Bösartige Neubildung bei HIV-Krankheit;378;9,0132;6,9574;33;0,0873;36;0,0952
S63A;Infektion bei HIV-Krankheit mit komplexer Diagnose und äußerst schweren CC oder mit komplizierender Konstellation;219;21,2466;14,0599;33;0,1507;16;0,0731
S63B;Infektion bei HIV-Krankheit ohne komplexe Diagnose oder ohne äußerst schwere CC, ohne komplizierende Konstellation;1599;11,631;9,9075;166;0,1038;146;0,0913
S65A;Andere Erkrankungen bei HIV-Krankheit oder andere HIV-Krankheit mit Herzinfarkt oder bei chronisch ischämischer Herzkrankheit oder äußerst schweren CC;220;14,0364;10,6693;31;0,1409;19;0,0864
S65B;Andere Erkrankungen bei HIV-Krankheit oder andere HIV-Krankheit ohne Herzinfarkt, außer bei chronisch ischämischer Herzkrankheit, ohne äußerst schwere CC;980;7,5612;6,9206;136;0,1388;84;0,0857
T01A;OR-Prozedur bei infektiösen und parasitären Krankheiten mit komplexer OR-Prozedur, komplizierender Konstellation oder bei Zustand nach Organtransplantation;3930;25,7372;22,9126;526;0,1338;759;0,1931
T01B;OR-Prozedur bei infektiösen und parasitären Krankheiten ohne komplexe OR-Prozedur, ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, bei Sepsis;5909;18,8389;14,4808;456;0,0772;713;0,1207
T01C;OR-Prozedur bei infektiösen und parasitären Krankheiten ohne komplexe OR-Prozedur, ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, außer bei Sepsis;16208;12,686;10,6906;1832;0,113;1676;0,1034
T36Z;Intensivmedizinische Komplexbehandlung > 588 / 552 Aufwandspunkte bei infektiösen und parasitären Krankheiten;1644;29,00;20,837;28;0,017;299;0,1819
T44Z;Geriatrische frührehabilitative Komplexbehandlung bei infektiösen und parasitären Krankheiten;3527;24,5174;9,3861;0;0,00;258;0,0731
T60A;Sepsis mit komplizierender Konstellation oder bei Zustand nach Organtransplantation, mit äußerst schweren CC;3905;19,0159;13,6586;320;0,0819;521;0,1334
T60B;Sepsis mit kompliz. Konstell. od. b. Z. n. Organtransplantation, ohne äuß. schw. CC, Alter < 16 J. od. m. Para-/Tetraplegie od. ohne kompliz. Konst., auß. b. Z. n. Organtranspl., m. kompl. Diagn. od. äuß. schw. CC, Alter < 16 J. od. m. Para-/Tetraplegie;1130;12,2451;8,7087;58;0,0513;117;0,1035
T60C;Sepsis mit kompliz. Konstell. oder b. Z. n. Organtranspl., ohne äuß. schw. CC, Alter > 15 J. od. ohne Para- / Tetraplegie od. ohne kompliz. Konst. auß. b. Z. n. Organtranspl., m. kompl. Diagn. od. äuß. schw. CC, Alter > 15 J. od. ohne Para-/Tetraplegie;20901;14,0471;8,9493;848;0,0406;1683;0,0805
T60D;Sepsis ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, ohne komplexe Diagnose, ohne äußerst schwere CC, Alter < 10 Jahre;1560;7,8917;4,059;72;0,0462;125;0,0801
T60E;Sepsis ohne komplizierende Konstellation, außer bei Zustand nach Organtransplantation, ohne komplexe Diagnose, ohne äußerst schwere CC, Alter > 9 Jahre;62300;9,1589;5,0858;2558;0,0411;3702;0,0594
T60F;Sepsis, verstorben < 5 Tage nach Aufnahme;8461;1,5677;0,9397;0;0,00;0;0,00
T61Z;Postoperative und posttraumatische Infektionen;11412;5,9408;4,8798;999;0,0875;857;0,0751
T62A;Fieber unbekannter Ursache mit äußerst schweren oder schweren CC, Alter > 5 Jahre;1403;8,0249;6,5851;202;0,144;93;0,0663
T62B;Fieber unbekannter Ursache ohne äußerst schwere oder schwere CC oder Alter < 6 Jahre;6794;3,758;3,4868;1737;0,2557;376;0,0553
T63A;Virale Erkrankung bei Zustand nach Organtransplantation;1066;12,0263;11,6854;206;0,1932;83;0,0779
T63B;Bestimmte virale Erkrankung, außer bei Zustand nach Organtransplantation;1491;9,5573;7,523;141;0,0946;134;0,0899
T63C;Andere virale Erkrankung, außer bei Zustand nach Organtransplantation;28286;3,7725;2,9391;4134;0,1462;1607;0,0568
T64A;Andere infektiöse und parasitäre Krankheiten mit komplexer Diagnose, Alter < 16 Jahre;2627;7,8047;5,3377;119;0,0453;180;0,0685
T64B;Andere infektiöse und parasitäre Krankheiten mit komplexer Diagnose, Alter > 15 Jahre;7001;8,4842;6,3513;994;0,142;678;0,0968
T64C;Andere infektiöse und parasitäre Krankheiten ohne komplexe Diagnose;47094;5,9658;4,8557;5738;0,1218;3690;0,0784
T77Z;Komplexbehandlung bei multiresistenten Erregern bei infektiösen und parasitären Krankheiten;3053;17,2873;12,0193;0;0,00;332;0,1087
U01Z;Geschlechtsumwandelnde Operation;1448;11,2058;8,8109;0;0,00;0;0,00
U40Z;Geriatrische frührehabilitative Komplexbehandlung bei psychischen Krankheiten und Störungen;1341;19,6816;5,5146;0;0,00;61;0,0455
U41Z;Sozial- und neuropädiatrische und pädiatrisch-psychosomatische Therapie bei psychischen Krankheiten und Störungen;4417;27,8963;34,063;0;0,00;0;0,00
U42Z;Multimodale Schmerztherapie bei psychischen Krankheiten und Störungen;7664;17,4594;5,9938;0;0,00;0;0,00
U43Z;Psychosomatische Therapie, Alter < 18 Jahre;810;43,3086;38,8142;0;0,00;0;0,00
U60A;Psychiatrische Behandlung, ein Belegungstag, Alter < 16 Jahre;4729;1,00;0,00;0;0,00;0;0,00
U60B;Psychiatrische Behandlung, ein Belegungstag, Alter > 15 Jahre;18129;1,00;0,00;0;0,00;0;0,00
U61Z;Schizophrene, wahnhafte und akut psychotische Störungen;1787;5,6553;4,884;0;0,00;116;0,0649
U63Z;Schwere affektive Störungen;10022;6,6276;5,3423;0;0,00;719;0,0717
U64Z;Angststörungen oder andere affektive und somatoforme Störungen;34480;5,3175;4,6249;0;0,00;3293;0,0955
U66Z;Ess-, Zwangs- und Persönlichkeitsstörungen und akute psychische Reaktionen oder psychische Störungen in der Kindheit;15401;5,6292;7,0443;0;0,00;1304;0,0847
V40Z;Qualifizierter Entzug;8682;12,6358;4,0486;0;0,00;1186;0,1366
V60A;Alkoholintoxikation und Alkoholentzug oder Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit mit psychotischem Syndrom oder HIV-Krankheit;7929;6,2763;5,7265;1834;0,2313;585;0,0738
V60B;Alkoholintoxikation und Alkoholentzug oder Störungen durch Alkoholmissbrauch und Alkoholabhängigkeit ohne psychotisches Syndrom, ohne HIV-Krankheit;127910;2,4238;2,626;83322;0,6514;4341;0,0339
V61Z;Drogenintoxikation und -entzug;3245;3,9633;4,09;1253;0,3861;130;0,0401
V63Z;Störungen durch Opioidgebrauch und Opioidabhängigkeit;2538;3,8511;5,5399;1502;0,5918;296;0,1166
V64Z;Störungen durch anderen Drogengebrauch und Medikamentenmissbrauch und andere Drogen- und Medikamentenabhängigkeit;18680;1,6581;2,1807;14719;0,788;767;0,0411
W01A;Polytrauma mit Beatmung oder bestimmten Eingriffen, mit Frührehabilitation;84;77,0595;48,399;0;0,00;0;0,00
W01B;Polytrauma mit Beatmung oder bestimmten Eingriffen, ohne Frührehabilitation, ohne endovaskuläre Implantation von Stent-Prothesen an der Aorta, mit Beatmung > 263 Stunden oder mit komplexer Vakuumbehandlung;737;35,3691;26,1312;0;0,00;136;0,1845
W01C;Polytrauma mit Beatmung oder bestimmten Eingriffen, ohne Frührehabilitation, ohne endovaskuläre Implantation von Stent-Prothesen an der Aorta, ohne Beatmung > 263 Stunden, ohne komplexe Vakuumbehandlung;2143;21,084;14,4637;151;0,0705;277;0,1293
W02A;Polytrauma mit Eingriffen an Hüftgelenk, Femur, Extremitäten und Wirbelsäule oder komplexen Eingriffen am Abdomen mit komplizierender Konstellation oder Eingriffen an mehreren Lokalisationen;804;25,8308;14,149;19;0,0236;125;0,1555
W02B;Polytrauma mit Eingriffen an Hüftgelenk, Femur, Extremitäten und Wirbelsäule oder komplexen Eingriffen am Abdomen, ohne komplizierende Konstellation, ohne Eingriffe an mehreren Lokalisationen;1468;19,7016;13,3235;42;0,0286;145;0,0988
W04A;Polytrauma mit anderen OR-Prozeduren, mit komplizierender Konstellation oder Eingriffen an mehreren Lokalisationen;444;20,3874;11,7747;29;0,0653;51;0,1149
W04B;Polytrauma mit anderen OR-Prozeduren, ohne komplizierende Konstellation, ohne Eingriffe an mehreren Lokalisationen;2171;16,2727;11,6168;142;0,0654;233;0,1073
W05Z;Frührehabilitation bei Polytrauma mit OR-Prozedur;44;70,4545;39,8021;0;0,00;0;0,00
W36Z;Intensivmedizinische Komplexbehandlung > 784 / 828 Aufwandspunkte bei Polytrauma oder Polytrauma mit Beatmung oder Kraniotomie mit endovaskulärer Implantation von Stent-Prothesen an der Aorta;476;36,813;22,9744;4;0,0084;103;0,2164
W40Z;Frührehabilitation bei Polytrauma;250;56,792;58,2421;0;0,00;0;0,00
W60Z;Polytrauma, verstorben < 5 Tage nach Aufnahme;900;1,4889;0,8792;0;0,00;0;0,00
W61A;Polytrauma ohne signifikante Eingriffe mit komplizierender Diagnose;1027;9,927;13,8071;236;0,2298;76;0,074
W61B;Polytrauma ohne signifikante Eingriffe, ohne komplizierende Diagnose;2021;9,5087;8,2315;405;0,2004;167;0,0826
X01A;Rekonstruktive Operation bei Verletzungen mit komplizierender Konstellation, Eingriff an mehreren Lokalisationen, freier Lappenplastik mit mikrovaskulärer Anastomosierung oder komplizierender Diagnose oder komplexer Prozedur, mit äußerst schweren CC;2409;28,812;19,2153;169;0,0702;428;0,1777
